,Count,cell_bin,Coverage,TF_name,mean_delta,num_peaks,median,std,min,max,p25,p75
TBX3,1,"(0, 1]",0.0013801055967644644,TBX3,340.04384195981777,13389.0,309.0,113.52548326223064,209.0,1466.0,259.0,386.0
ZNF768,1,"(0, 1]",0.0004887193019090546,ZNF768,249.7663826491092,6455.0,241.0,70.98347999457651,158.0,1146.0,206.0,281.0
HDAC8,1,"(0, 1]",0.0042147185916712685,HDAC8,466.81168373342285,29785.0,386.0,241.25037904900134,208.0,1497.0,295.0,561.0
BMPR1A,1,"(0, 1]",0.003137060584065972,BMPR1A,339.9542408514552,30442.0,279.0,159.16236829375555,219.0,1491.0,225.0,393.0
ZNF860,1,"(0, 1]",3.215059935113845e-05,ZNF860,353.54,300.0,324.0,100.0557790922937,251.0,774.0,268.0,413.5
ZNF503,1,"(0, 1]",0.0015738049097472426,ZNF503,292.7456442063716,17735.0,256.0,133.44924082212623,152.0,1474.0,197.0,347.0
PYGO2,1,"(0, 1]",0.0007650206954804242,PYGO2,362.9186079953983,6954.0,312.0,165.42892309567537,213.0,1482.0,253.0,411.0
CHD8,1,"(0, 1]",0.0037558909625763767,CHD8,207.6723262323383,59663.0,180.0,73.44756612459234,155.0,1191.0,160.0,229.0
OLIG2,1,"(0, 1]",0.005708765691857354,OLIG2,419.6892563456867,44873.0,381.0,165.2357667019364,234.0,1489.0,287.0,512.0
ZNF577,1,"(0, 1]",0.0013752840071915805,ZNF577,314.7593312057722,14414.0,294.0,107.17303808779636,200.0,1462.0,240.0,352.0
SALL2,1,"(0, 1]",0.001185516293401579,SALL2,289.24739294430884,13521.0,248.0,122.4104676650616,198.0,1485.0,199.0,329.0
CHAMP1,1,"(0, 1]",0.001135103915964887,CHAMP1,315.68099814533804,11862.0,286.0,110.89438761740942,194.0,1394.0,238.0,359.0
ZBTB26,1,"(0, 1]",0.003787582925876731,ZBTB26,470.75966392886744,26542.0,400.0,282.61491268805383,143.0,1499.0,240.0,648.0
ZNF81,1,"(0, 1]",1.7337533988500722e-05,ZNF81,290.3299492385787,197.0,272.0,67.71841282252186,219.0,521.0,227.0,339.0
ZNF521,1,"(0, 1]",0.00012526705539082054,ZNF521,364.7352162400706,1133.0,312.0,165.21290623292518,215.0,1420.0,246.0,424.0
WT1,1,"(0, 1]",0.005181643426298764,WT1,430.8235501676034,39677.0,355.0,231.22631276382413,207.0,1499.0,266.0,517.0
DNMT1,1,"(0, 1]",0.00016220862816075876,DNMT1,328.8948985863553,1627.0,286.0,134.57752450952162,226.0,1460.0,246.0,359.0
ZNF441,1,"(0, 1]",0.0005506539628397042,ZNF441,389.5687325755951,4663.0,363.0,150.17828224052747,235.0,1400.0,269.0,460.0
ZNF273,1,"(0, 1]",0.0008475788221844393,ZNF273,225.83700831919876,12381.0,192.0,113.19758523186607,135.0,1447.0,142.0,262.0
ZNF502,1,"(0, 1]",2.1426154644797562e-05,ZNF502,187.48806366047745,377.0,172.0,79.44281022538524,118.0,847.0,141.0,208.0
ZNF283,1,"(0, 1]",0.0020680942297879295,ZNF283,189.21846571999112,36056.0,157.0,65.10223745363959,157.0,911.0,157.0,197.0
ZNF557,1,"(0, 1]",0.00010655967585473637,ZNF557,306.2116724738676,1148.0,280.5,102.34902575014698,213.0,1137.0,229.0,353.0
SETX,1,"(0, 1]",0.0005335286200181228,SETX,159.90406105205778,11007.0,142.0,58.53887278064526,116.0,1021.0,119.0,177.0
MAFG,1,"(0, 1]",0.006900521921217553,MAFG,402.9635169581534,56492.0,367.0,154.76619711597584,235.0,1499.0,294.0,462.0
NUP98-HOXA9,1,"(0, 1]",0.0035271613129771264,NUP98-HOXA9,318.2831391213961,36558.0,264.0,169.45876894473204,169.0,1489.0,196.0,381.0
CC2D1A,1,"(0, 1]",0.0021047153938958197,CC2D1A,341.9319905446666,20306.0,304.0,134.61006149961082,211.0,1481.0,250.0,389.0
ELL,1,"(0, 1]",6.643735749267754e-05,ELL,359.88669950738915,609.0,300.0,157.6417969798705,262.0,1214.0,263.0,365.0
THRAP3,1,"(0, 1]",0.00044693067662620223,THRAP3,347.5683639792551,4242.0,292.0,169.26271224568745,219.0,1495.0,244.0,378.0
MED25,1,"(0, 1]",0.0013574875340220571,MED25,352.5889300055114,12701.0,316.0,122.2765365957653,239.0,1431.0,263.0,404.0
MBD4,1,"(0, 1]",0.0003187669086766945,MBD4,238.40036272953978,4411.0,182.0,164.52439181167748,125.0,1496.0,146.0,258.0
ZNF221,1,"(0, 1]",4.60685211196151e-05,ZNF221,263.84722222222223,576.0,234.0,97.56018927513915,190.0,1440.0,206.0,283.25
TCF3-PBX1,1,"(0, 1]",0.000616650265835428,TCF3-PBX1,256.0446821900566,7945.0,228.0,103.09132671439433,151.0,1047.0,181.0,298.0
ELF5,1,"(0, 1]",1.537810012712003e-05,ELF5,170.23825503355704,298.0,158.0,41.6925609999684,131.0,435.0,139.25,188.0
ZNF354C,1,"(0, 1]",3.286780549532575e-05,ZNF354C,289.1413333333333,375.0,252.0,117.83078945989264,213.0,1478.0,224.5,308.5
FANCD2,1,"(0, 1]",0.00022093132108472676,FANCD2,387.0594795539034,1883.0,316.0,203.0428166870975,223.0,1491.0,251.0,444.0
RBM22,1,"(0, 1]",0.009088980681049751,RBM22,344.64870456792113,86998.0,266.0,211.2621721127833,178.0,1499.0,205.0,398.0
ZNF554,1,"(0, 1]",0.0025016517096841605,ZNF554,205.9115496893635,40079.0,187.0,71.51785245526403,138.0,927.0,152.0,236.0
ZNF783,1,"(0, 1]",0.0004997502112864747,ZNF783,477.5874855156431,3452.0,418.0,235.7910025096285,216.0,1494.0,291.75,602.0
ZNF316,1,"(0, 1]",0.0027920641189859035,ZNF316,394.6008910975923,23342.0,370.0,142.52201402096,226.0,1482.0,291.0,455.0
RUNX1-3,1,"(0, 1]",0.00012136425357069733,RUNX1-3,339.58439355385923,1179.0,319.0,84.1229108895889,272.0,1442.0,277.0,369.0
ARID3B,1,"(0, 1]",0.00018936818813571635,ARID3B,286.0389194139194,2184.0,256.0,104.79960960369743,186.0,1128.0,213.0,325.0
SOX3,1,"(0, 1]",0.0003002902112520755,SOX3,303.50214460784315,3264.0,272.0,112.22228224755276,203.0,1466.0,226.0,343.0
ZNF510,1,"(0, 1]",0.0002947599031816811,ZNF510,280.7932428530176,3463.0,257.0,93.36191476919863,199.0,1450.0,220.0,308.0
ZNF90,1,"(0, 1]",0.002068937841241553,ZNF90,322.84395250934205,21141.0,294.0,67.51691410052302,294.0,956.0,294.0,305.0
SIX4,1,"(0, 1]",4.099230214642805e-05,SIX4,304.57207207207205,444.0,292.5,81.2382819290009,221.0,1303.0,252.0,342.0
ZNF589,1,"(0, 1]",0.0008284215973744862,ZNF589,355.6598125976054,7684.0,298.0,180.8260424475577,193.0,1496.0,234.0,413.0
SMARCD3,1,"(0, 1]",0.0038231810254298316,SMARCD3,306.3701022663784,41167.0,265.0,147.16221842856024,162.0,1497.0,205.0,358.0
TAF9B,1,"(0, 1]",0.0007331611011582036,TAF9B,374.4015479876161,6460.0,330.0,145.8961461442664,221.0,1290.0,265.0,445.0
TCFL5,1,"(0, 1]",0.00017929062335824095,TCFL5,274.5886722376973,2154.0,232.0,132.8330753254597,156.0,1446.0,189.0,313.0
IKZF2,1,"(0, 1]",0.008082155419394747,IKZF2,410.3726277877822,64971.0,348.0,202.1899985560671,202.0,1499.0,267.0,488.0
STAT5B,1,"(0, 1]",0.00391037825730318,STAT5B,311.3609133257706,41431.0,282.0,113.91254847703267,193.0,1273.0,221.0,370.0
ZNF684,1,"(0, 1]",5.028506273654045e-05,ZNF684,392.16548463356975,423.0,400.0,104.15680868953214,239.0,839.0,302.5,458.0
ZNF614,1,"(0, 1]",9.199093346429432e-06,ZNF614,297.51960784313724,102.0,275.0,74.6582617489146,226.0,553.0,232.75,341.25
ZNF493,1,"(0, 1]",5.2038064905532486e-05,ZNF493,316.73247232472323,542.0,277.0,129.6466562181719,226.0,1207.0,238.0,345.0
ZNF784,1,"(0, 1]",5.186376501842018e-05,ZNF784,197.11290322580646,868.0,179.5,65.80372527504558,149.0,869.0,154.0,214.0
ZNF609,1,"(0, 1]",0.0026610854836420918,ZNF609,330.54774455907824,26558.0,278.0,177.17815672095293,147.0,1492.0,203.0,401.0
AHRR,1,"(0, 1]",0.00021633131971615435,AHRR,218.6452205882353,3264.0,190.0,101.3825016219941,149.0,1485.0,155.0,240.0
SOX21,1,"(0, 1]",0.0006442830121126156,SOX21,439.2297995453606,4839.0,397.0,156.40448012127354,286.0,1461.0,324.0,502.0
ZNF404,1,"(0, 1]",7.520903720288376e-05,ZNF404,292.23557126030624,849.0,269.0,89.39373161503694,221.0,963.0,236.0,319.0
OVOL3,1,"(0, 1]",0.0007555406004029459,OVOL3,346.8014470571866,7187.0,304.0,141.19097594145967,216.0,1499.0,250.0,394.0
HBP1,1,"(0, 1]",0.002358325670337314,HBP1,246.16070242050307,31605.0,189.0,163.28160512313323,102.0,1463.0,134.0,299.0
HHEX,1,"(0, 1]",0.00035413190107642223,HHEX,223.50296537210636,5227.0,200.0,84.80320152962457,131.0,798.0,162.0,262.0
ZNF138,1,"(0, 1]",3.974825564780393e-05,ZNF138,317.4963680387409,413.0,286.0,101.09683962381058,238.0,908.0,251.0,346.0
YBX3,1,"(0, 1]",0.00022606028471940516,YBX3,373.9984954864594,1994.0,319.0,170.47725428202912,228.0,1453.0,258.0,423.0
ZNF550,1,"(0, 1]",0.006816032854894572,ZNF550,330.0089967124574,68136.0,259.0,198.13557609942615,167.0,1498.0,199.0,380.0
ZNF141,1,"(0, 1]",0.00028091048884709555,ZNF141,200.45403417694138,4623.0,168.0,114.8415667648335,93.0,1182.0,119.0,242.0
SPIN1,1,"(0, 1]",0.0003561895491350627,SPIN1,396.1692515171949,2966.0,346.0,168.06536614378615,236.0,1451.0,270.0,468.0
ZNF195,1,"(0, 1]",4.949419594440829e-05,ZNF195,306.3358348968105,533.0,275.0,108.57199272567404,208.0,937.0,234.0,331.0
ZNF57,1,"(0, 1]",2.062285951288871e-05,ZNF57,274.3266129032258,248.0,232.5,128.93758563464283,186.0,1354.0,197.0,303.25
ZNF425,1,"(0, 1]",0.00042754974170026847,ZNF425,215.59905227759094,6542.0,197.0,83.28938552993681,131.0,824.0,149.0,253.0
ZNF92,1,"(0, 1]",0.0015244647039639701,ZNF92,222.19117257223647,22634.0,208.0,68.96884721714113,147.0,1261.0,168.0,258.0
MBD1,1,"(0, 1]",0.0015913431159536014,MBD1,200.0800747008156,26238.0,171.0,93.29376832488582,109.0,1093.0,136.0,232.0
